"NGA","Polity","Section","Subsection","Variable","Value.From","Value.To","Date.From","Date.To","Fact.Type","Value.Note","Date.Note","Comment"
"Paris Basin","FrCarlE","Social Complexity variables","Specialized Buildings: polity owned","Irrigation systems","absent",NA,"","","simple","simple","",""
"Paris Basin","FrCarlE","Social Complexity variables","Specialized Buildings: polity owned","Markets","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlE","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlE","Social Complexity variables","Specialized Buildings: polity owned","Roads","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlE","Social Complexity variables","Information","Written records","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlE","Social Complexity variables","Information","Script","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlE","Social Complexity variables","Information","Phonetic alphabetic writing","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlE","Social Complexity variables","Information","Calendar","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlE","Social Complexity variables","Information","Religious literature","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlE","Social Complexity variables","Information","Practical literature","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlE","Social Complexity variables","Information","History","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlE","Social Complexity variables","Information","Philosophy","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlE","Social Complexity variables","Other","Indigenous coins","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlL","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","3",NA,"","","simple","simple","",""
"Paris Basin","FrCarlL","Social Complexity variables","Hierarchical Complexity","Administrative levels","4",NA,"","","simple","simple","",""
"Paris Basin","FrCarlL","Social Complexity variables","Hierarchical Complexity","Religious levels","6",7,"","","complex","range","",""
"Paris Basin","FrCarlL","Social Complexity variables","Hierarchical Complexity","Military levels","4",5,"","","complex","range","",""
"Paris Basin","FrCarlL","Social Complexity variables","Professions","Professional military officers","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlL","Social Complexity variables","Professions","Professional soldiers","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlL","Social Complexity variables","Professions","Professional priesthood","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlL","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlL","Social Complexity variables","Bureaucracy characteristics","Examination system","absent",NA,"","","simple","simple","",""
"Paris Basin","FrCarlL","Social Complexity variables","Bureaucracy characteristics","Specialized government buildings","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlL","Social Complexity variables","Law","Formal legal code","absent",NA,"","","simple","simple","",""
"Paris Basin","FrCarlL","Social Complexity variables","Law","Judges","absent",NA,"","","simple","simple","",""
"Paris Basin","FrCarlL","Social Complexity variables","Law","Courts","absent",NA,"","","simple","simple","",""
"Paris Basin","FrCarlL","Social Complexity variables","Specialized Buildings: polity owned","Communal buildings","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlL","Social Complexity variables","Specialized Buildings: polity owned","Irrigation systems","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlL","Social Complexity variables","Specialized Buildings: polity owned","Markets","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlL","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlL","Social Complexity variables","Specialized Buildings: polity owned","Roads","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlL","Social Complexity variables","Information","Written records","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlL","Social Complexity variables","Information","Script","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlL","Social Complexity variables","Information","Phonetic alphabetic writing","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlL","Social Complexity variables","Information","Calendar","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlL","Social Complexity variables","Information","Religious literature","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlL","Social Complexity variables","Information","Practical literature","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlL","Social Complexity variables","Information","History","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlL","Social Complexity variables","Information","Philosophy","present",NA,"","","simple","simple","",""
"Paris Basin","FrCarlL","Social Complexity variables","Other","Indigenous coins","present",NA,"","","simple","simple","",""
"Paris Basin","FrCaptE","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","4",NA,"","","simple","simple","",""
"Paris Basin","FrCaptE","Social Complexity variables","Hierarchical Complexity","Administrative levels","4",NA,"","","simple","simple","",""
"Paris Basin","FrCaptE","Social Complexity variables","Hierarchical Complexity","Religious levels","6",7,"","","complex","range","",""
"Paris Basin","FrCaptE","Social Complexity variables","Hierarchical Complexity","Military levels","5",NA,"987CE","1090CE","complex","simple","range",""
"Paris Basin","FrCaptE","Social Complexity variables","Hierarchical Complexity","Military levels","5",6,"1091CE","1150CE","complex","range","range",""
"Paris Basin","FrCaptE","Social Complexity variables","Professions","Professional military officers","present",NA,"","","simple","simple","",""
"Paris Basin","FrCaptE","Social Complexity variables","Professions","Professional soldiers","present",NA,"","","simple","simple","",""
"Paris Basin","FrCaptE","Social Complexity variables","Professions","Professional priesthood","present",NA,"","","simple","simple","",""
"Paris Basin","FrCaptE","Social Complexity variables","Bureaucracy characteristics","Full-time bureaucrats","absent",NA,"","","simple","simple","",""
"Paris Basin","FrCaptE","Social Complexity variables","Bureaucracy characteristics","Examination system","absent",NA,"","","simple","simple","",""
"Paris Basin","FrCaptE","Social Complexity variables","Bureaucracy characteristics","Specialized government buildings","present",NA,"","","simple","simple","",""
"Paris Basin","FrCaptE","Social Complexity variables","Law","Formal legal code","absent",NA,"","","simple","simple","",""
"Paris Basin","FrCaptE","Social Complexity variables","Law","Judges","absent",NA,"","","simple","simple","",""
"Paris Basin","FrCaptE","Social Complexity variables","Law","Courts","absent",NA,"","","simple","simple","",""
"Paris Basin","FrCaptE","Social Complexity variables","Specialized Buildings: polity owned","Communal buildings","present",NA,"","","simple","simple","",""
"Paris Basin","FrCaptE","Social Complexity variables","Specialized Buildings: polity owned","Irrigation systems","present",NA,"","","simple","simple","",""
"Paris Basin","FrCaptE","Social Complexity variables","Specialized Buildings: polity owned","Markets","present",NA,"","","simple","simple","",""
"Paris Basin","FrCaptE","Social Complexity variables","Specialized Buildings: polity owned","Knowledge/information buildings","present",NA,"","","simple","simple","",""
"Paris Basin","FrCaptE","Social Complexity variables","Specialized Buildings: polity owned","Roads","present",NA,"","","simple","simple","",""
"Paris Basin","FrCaptE","Social Complexity variables","Information","Written records","present",NA,"","","simple","simple","",""
"Paris Basin","FrCaptE","Social Complexity variables","Information","Script","present",NA,"","","simple","simple","",""
"Paris Basin","FrCaptE","Social Complexity variables","Information","Phonetic alphabetic writing","present",NA,"","","simple","simple","",""
"Paris Basin","FrCaptE","Social Complexity variables","Information","Calendar","present",NA,"","","simple","simple","",""
"Paris Basin","FrCaptE","Social Complexity variables","Information","Religious literature","present",NA,"","","simple","simple","",""
"Paris Basin","FrCaptE","Social Complexity variables","Information","Practical literature","present",NA,"","","simple","simple","",""
"Paris Basin","FrCaptE","Social Complexity variables","Information","History","present",NA,"","","simple","simple","",""
"Paris Basin","FrCaptE","Social Complexity variables","Information","Philosophy","present",NA,"","","simple","simple","",""
"Paris Basin","FrCaptE","Social Complexity variables","Other","Indigenous coins","present",NA,"","","simple","simple","",""
"Paris Basin","FrCaptL","Social Complexity variables","Hierarchical Complexity","Settlement hierarchy","5",NA,"","","simple","simple","",""
"Paris Basin","FrCaptL","Social Complexity variables","Hierarchical Complexity","Administrative levels","5",NA,"","","simple","simple","",""
"Paris Basin","FrCaptL","Social Complexity variables","Hierarchical Complexity","Religious levels","6",7,"","","complex","range","",""
"Paris Basin","FrCaptL","Social Complexity variables","Hierarchical Complexity","Military levels","5",6,"","","complex","range","",""
"Paris Basin","FrCaptL","Social Complexity variables","Professions","Professional military officers","present",NA,"","","simple","simple","",""
"Paris Basin","FrCaptL","Social Complexity variables","Professions","Professional soldiers","present",NA,"1150CE","1199CE","complex","simple","range",""
"Paris Basin","FrCaptL","Social Complexity variables","Professions","Professional soldiers","present",NA,"1200CE","1283CE","complex","simple","range",""
